Index,Inspection_Date,Sale_Date,Sale_Price,Location,Classification,Architectural_Style,Year_Built,Bedrooms,Baths,Square_Feet,Count,Price_per_SF
877,2016-03-21,2016-04-25,215000,PARACHUTE,Single Family,TWO STORY WITH BASEMENT,1982,3,1.75,2120,1,101.41509433962264
878,2016-05-20,2016-06-24,285000,PARACHUTE,Single Family,TWO STORY,2009,3,2.5,2131,1,133.74002815579541
879,2016-02-08,2016-03-14,375000,PARACHUTE,Single Family,TWO STORY,1981,4,2.5,2194,1,170.92069279854147
880,2016-03-18,2016-04-22,300000,PARACHUTE,Single Family,ONE STORY,1997,3,2,2214,1,135.50135501355012
881,2014-06-09,2014-07-14,340000,PARACHUTE,Single Family,ONE STORY,1998,4,2,2296,1,148.0836236933798
882,2015-09-21,2015-10-26,292000,PARACHUTE,Single Family,TWO STORY,2006,4,2.5,2385,1,122.43186582809224
883,2015-04-10,2015-05-15,280000,PARACHUTE,Single Family,TWO STORY,2008,4,2.5,2388,1,117.25293132328308
884,2014-11-17,2014-12-22,190000,PARACHUTE,Single Family,BI LEVEL,1995,3,2.75,2400,1,79.16666666666667
885,2014-08-20,2014-09-24,212300,PARACHUTE,Single Family,TRI LEVEL,2004,3,2.5,2482,1,85.53585817888799
886,2014-07-03,2014-08-07,30000,PARACHUTE,Single Family,ONE WITH HALF STORY,2006,4,3.5,2498,1,12.00960768614892
887,2015-03-11,2015-04-15,285000,PARACHUTE,Single Family,ONE WITH HALF STORY,2006,4,3.5,2498,1,114.09127301841473
888,2016-04-29,2016-06-03,435000,PARACHUTE,Single Family,TWO STORY,2007,4,2.5,2565,1,169.5906432748538
889,2015-07-27,2015-08-31,265000,PARACHUTE,Single Family,TWO STORY WITH BASEMENT,2007,3,3.5,2619,1,101.18365788468881
890,2014-09-23,2014-10-28,390000,PARACHUTE,Single Family,TWO STORY WITH BASEMENT,1990,3,2.5,2638,1,147.8392721758908
891,2015-10-08,2015-11-12,235000,PARACHUTE,Single Family,MANUFACTURED HUD WITH ADDN,1998,5,2.75,2704,1,86.90828402366864
892,2015-02-10,2015-03-17,240000,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,2004,4,2.5,2732,1,87.84773060029282
893,2016-03-23,2016-04-27,273400,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,1998,3,2.5,2776,1,98.48703170028818
894,2015-02-24,2015-03-31,266000,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,2e3,3,2.5,2796,1,95.13590844062946
895,2015-07-14,2015-08-18,451500,PARACHUTE,Single Family,TWO STORY WITH BASEMENT,2003,3,2.75,2940,1,153.57142857142858
896,2015-09-08,2015-10-13,299900,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,2e3,4,2.75,3302,1,90.8237431859479
897,2015-04-03,2015-05-08,449000,PARACHUTE,Single Family,ONE STORY,2005,3,2.5,3322,1,135.15954244431066
898,2015-03-30,2015-05-04,249000,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,1991,3,2.5,3424,1,72.72196261682242
899,2014-08-11,2014-09-15,400000,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,1997,4,3,3500,1,114.28571428571429
900,2015-04-21,2015-05-26,299900,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,2007,4,3,3516,1,85.29579067121729
901,2015-10-08,2015-11-12,361000,PARACHUTE,Single Family,ONE STORY WITH BASEMENT,1997,3,3.5,3619,1,99.75131251726997
902,2016-04-19,2016-05-24,475000,PARACHUTE,Single Family,ONE STORY,2004,4,3.5,3836,1,123.82690302398332
903,2015-02-13,2015-03-20,404800,PARACHUTE,Single Family,MODULAR WITH ADDITION,2007,3,2,3940,1,102.74111675126903
904,2015-11-02,2015-12-07,185000,RIFLE,Single Family,ONE STORY,1928,1,1,456,1,405.70175438596493
905,2015-04-08,2015-05-13,123500,RIFLE,Single Family,ONE STORY,1950,1,1,650,1,190
906,2015-08-12,2015-09-16,229500,RIFLE,Single Family,ONE STORY,1950,1,1,650,1,353.0769230769231
907,2014-08-19,2014-09-23,109000,RIFLE,Single Family,ONE STORY,1950,2,1,720,1,151.38888888888889
908,2015-06-24,2015-07-29,109000,RIFLE,Single Family,ONE STORY,1950,2,1,720,1,151.38888888888889
909,2015-10-21,2015-11-25,157000,RIFLE,Single Family,ONE STORY,1903,2,1,744,1,211.0215053763441
910,2015-06-26,2015-07-31,155000,RIFLE,Single Family,ONE WITH HALF STORY,1903,2,1,836,1,185.4066985645933
911,2015-08-17,2015-09-21,110000,RIFLE,Single Family,ONE STORY,1950,1,1,837,1,131.42174432497012
912,2015-03-16,2015-04-20,135000,RIFLE,Single Family,ONE STORY,1949,2,1,838,1,161.0978520286396
913,2015-07-24,2015-08-28,365000,RIFLE,Single Family,ONE STORY,1983,1,1,884,1,412.89592760180994
914,2015-08-04,2015-09-08,160000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1949,2,1,904,1,176.99115044247787
915,2014-12-08,2015-01-12,170000,RIFLE,Single Family,LOG HOME,1950,1,1,912,1,186.40350877192984
916,2015-09-08,2015-10-13,133900,RIFLE,Single Family,ONE STORY,1950,2,1,924,1,144.91341991341992
917,2014-08-26,2014-09-30,110000,RIFLE,Single Family,ONE STORY,1905,2,1,964,1,114.10788381742739
918,2016-01-07,2016-02-11,135000,RIFLE,Single Family,ONE STORY,1905,2,1,964,1,140.04149377593362
919,2014-10-15,2014-11-19,130000,RIFLE,Single Family,ONE STORY,1963,3,1,968,1,134.29752066115702
920,2015-07-03,2015-08-07,175000,RIFLE,Single Family,ONE STORY,1996,3,1,1008,1,173.61111111111111
921,2016-02-29,2016-04-04,198000,RIFLE,Single Family,ONE STORY,1966,3,1,1056,1,187.5
922,2015-06-05,2015-07-10,184000,RIFLE,Single Family,ONE STORY,1995,3,1.5,1072,1,171.6417910447761
923,2016-05-13,2016-06-17,209300,RIFLE,Single Family,ONE STORY,1999,3,2,1092,1,191.66666666666666
924,2014-06-05,2014-07-10,189900,RIFLE,Single Family,ONE STORY,1994,3,1.75,1118,1,169.85688729874775
925,2015-04-14,2015-05-19,158000,RIFLE,Single Family,ONE STORY,1980,3,1.5,1138,1,138.84007029876977
926,2015-12-18,2016-01-22,75000,RIFLE,Single Family,ONE STORY,1946,3,2,1144,1,65.55944055944056
927,2016-05-12,2016-06-16,195000,RIFLE,Single Family,ONE STORY,1946,3,2,1144,1,170.45454545454547
928,2016-04-26,2016-05-31,170000,RIFLE,Single Family,ONE STORY,1978,3,1,1152,1,147.56944444444446
929,2015-10-27,2015-12-01,227000,RIFLE,Single Family,TWO STORY,2003,3,2,1188,1,191.07744107744108
930,2015-05-28,2015-07-02,227000,RIFLE,Single Family,TWO STORY,2003,3,2,1188,1,191.07744107744108
931,2016-04-29,2016-06-03,210000,RIFLE,Single Family,TWO STORY,2004,3,1.5,1199,1,175.14595496246872
932,2015-01-13,2015-02-17,230000,RIFLE,Single Family,ONE STORY WITH BASEMENT,2006,3,1.75,1200,1,191.66666666666666
933,2015-11-17,2015-12-22,138000,RIFLE,Single Family,ONE STORY,1902,3,1,1215,1,113.58024691358025
934,2015-09-02,2015-10-07,171000,RIFLE,Single Family,ONE STORY,1995,3,2,1217,1,140.50944946589976
935,2015-12-11,2016-01-15,217000,RIFLE,Single Family,ONE STORY,1995,3,2,1217,1,178.30731306491373
936,2015-12-28,2016-02-01,198000,RIFLE,Single Family,ONE STORY,2003,3,2,1224,1,161.76470588235293
937,2014-06-18,2014-07-23,173211,RIFLE,Single Family,TWO STORY,2006,3,1.5,1228,1,141.0513029315961
938,2014-10-01,2014-11-05,184600,RIFLE,Single Family,TWO STORY,2006,3,1.5,1228,1,150.3257328990228
939,2015-02-04,2015-03-11,169800,RIFLE,Single Family,ONE STORY,1980,3,1.75,1272,1,133.49056603773585
940,2015-09-18,2015-10-23,220000,RIFLE,Single Family,ONE STORY,1980,3,1.75,1272,1,172.9559748427673
941,2015-05-01,2015-06-05,170000,RIFLE,Single Family,TRI LEVEL,1966,3,1.7,1274,1,133.43799058084772
942,2015-05-08,2015-06-12,195000,RIFLE,Single Family,ONE STORY,1995,3,2,1280,1,152.34375
943,2016-02-03,2016-03-09,209000,RIFLE,Single Family,ONE STORY,1994,3,2,1288,1,162.26708074534162
944,2015-08-25,2015-09-29,157000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1938,3,2,1296,1,121.14197530864197
945,2014-10-15,2014-11-19,197500,RIFLE,Single Family,TWO STORY WITH BASEMENT,2007,3,2.5,1321,1,149.50794852384558
946,2015-12-01,2016-01-05,211900,RIFLE,Single Family,ONE STORY,1980,3,2,1326,1,159.80392156862746
947,2015-05-15,2015-06-19,222000,RIFLE,Single Family,ONE STORY,1999,3,2,1328,1,167.16867469879517
948,2015-12-25,2016-01-29,223500,RIFLE,Single Family,TWO STORY,2005,3,2.5,1338,1,167.0403587443946
949,2016-01-25,2016-02-29,218000,RIFLE,Single Family,TRI LEVEL,1979,4,2,1344,1,162.20238095238096
950,2016-01-18,2016-02-22,155000,RIFLE,Single Family,MANUFACTURED HUD,1997,3,2,1344,1,115.32738095238095
951,2016-05-06,2016-06-10,228000,RIFLE,Single Family,ONE WITH HALF STORY,1913,3,1,1354,1,168.38995568685377
952,2014-12-24,2015-01-28,166030,RIFLE,Single Family,ONE STORY,1999,3,2,1360,1,122.08088235294117
953,2015-04-07,2015-05-12,198500,RIFLE,Single Family,ONE STORY,1999,3,2,1360,1,145.9558823529412
954,2015-11-02,2015-12-07,185000,RIFLE,Single Family,ONE WITH HALF STORY,1908,4,1.7,1362,1,135.82966226138032
955,2015-08-14,2015-09-18,218000,RIFLE,Single Family,TWO STORY,1999,3,2.5,1372,1,158.8921282798834
956,2015-06-29,2015-08-03,280000,RIFLE,Single Family,MANUFACTURED HUD,1998,3,2,1377,1,203.34059549745825
957,2016-03-14,2016-04-18,225000,RIFLE,Single Family,ONE STORY,2001,2,2,1388,1,162.10374639769452
958,2015-04-23,2015-05-28,198000,RIFLE,Single Family,TWO STORY,1999,3,2.5,1388,1,142.6512968299712
959,2015-03-17,2015-04-21,217900,RIFLE,Single Family,ONE STORY,1996,3,2,1390,1,156.76258992805757
960,2015-04-15,2015-05-20,215000,RIFLE,Single Family,ONE STORY,1980,3,2,1392,1,154.45402298850576
961,2015-08-26,2015-09-30,159000,RIFLE,Single Family,ONE STORY,1945,3,1,1400,1,113.57142857142857
962,2015-08-21,2015-09-25,202000,RIFLE,Single Family,ONE STORY,1999,3,2,1400,1,144.28571428571428
963,2015-01-21,2015-02-25,173000,RIFLE,Single Family,SPLIT LEVEL,1993,3,2.5,1407,1,122.95664534470505
964,2015-03-26,2015-04-30,167000,RIFLE,Single Family,ONE STORY,1904,2,1.5,1411,1,118.3557760453579
965,2016-02-25,2016-03-31,230000,RIFLE,Single Family,ONE STORY,2002,3,2,1415,1,162.5441696113074
966,2016-04-27,2016-06-01,239000,RIFLE,Single Family,BI LEVEL,2001,3,2.5,1420,1,168.30985915492957
967,2015-05-20,2015-06-24,219000,RIFLE,Single Family,ONE STORY,2001,3,2,1420,1,154.22535211267606
968,2015-09-15,2015-10-20,289200,RIFLE,Single Family,TWO STORY,1919,3,1,1423,1,203.23260716795502
969,2016-05-18,2016-06-22,171400,RIFLE,Single Family,ONE STORY,1951,3,2,1424,1,120.36516853932584
970,2015-02-09,2015-03-16,235000,RIFLE,Single Family,ONE STORY,2007,3,2,1433,1,163.99162595952546
971,2016-01-15,2016-02-19,235000,RIFLE,Single Family,ONE STORY,2007,3,2,1433,1,163.99162595952546
972,2016-05-25,2016-06-29,252000,RIFLE,Single Family,ONE STORY,2007,3,2,1433,1,175.85484996510817
973,2016-02-11,2016-03-17,211500,RIFLE,Single Family,ONE STORY,1992,3,2,1444,1,146.46814404432132
974,2014-07-07,2014-08-11,225000,RIFLE,Single Family,TRI LEVEL,1981,3,2,1452,1,154.95867768595042
975,2015-03-17,2015-04-21,200000,RIFLE,Single Family,ONE STORY,2007,3,2,1460,1,136.986301369863
976,2016-04-08,2016-05-13,236000,RIFLE,Single Family,ONE STORY,2005,3,2,1467,1,160.87252897068848
977,2015-06-10,2015-07-15,202000,RIFLE,Single Family,ONE STORY,2005,3,2,1476,1,136.85636856368563
978,2016-04-29,2016-06-03,225000,RIFLE,Single Family,ONE STORY,1951,3,1,1484,1,151.61725067385444
979,2014-09-10,2014-10-15,136500,RIFLE,Single Family,MODULAR UBC IRC,2001,3,2,1485,1,91.91919191919192
980,2016-04-08,2016-05-13,240000,RIFLE,Single Family,TWO STORY,2001,3,2.5,1488,1,161.29032258064515
981,2015-03-13,2015-04-17,210000,RIFLE,Single Family,TWO STORY WITH BASEMENT,2e3,3,3,1488,1,141.1290322580645
982,2015-05-28,2015-07-02,195000,RIFLE,Single Family,ONE STORY,2007,3,2,1503,1,129.74051896207584
983,2014-08-29,2014-10-03,154000,RIFLE,Single Family,MANUFACTURED HUD,1999,4,2,1512,1,101.85185185185185
984,2014-10-21,2014-11-25,235500,RIFLE,Single Family,MANUFACTURED HUD,1997,3,2,1512,1,155.75396825396825
985,2015-09-18,2015-10-23,270000,RIFLE,Single Family,ONE WITH HALF STORY,1982,3,2,1520,1,177.6315789473684
986,2015-08-24,2015-09-28,200000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1950,3,1,1524,1,131.23359580052494
987,2014-10-29,2014-12-03,220000,RIFLE,Single Family,TWO STORY,2e3,3,2.5,1536,1,143.22916666666666
988,2015-08-26,2015-09-30,202500,RIFLE,Single Family,ONE STORY,1965,3,1,1536,1,131.8359375
989,2015-06-11,2015-07-16,255000,RIFLE,Single Family,ONE WITH HALF STORY,1982,3,2.5,1536,1,166.015625
990,2014-11-11,2014-12-16,242000,RIFLE,Single Family,ONE STORY,2e3,3,2,1540,1,157.14285714285714
991,2015-08-26,2015-09-30,262500,RIFLE,Single Family,TWO STORY,2002,3,2.5,1547,1,169.68325791855204
992,2016-02-24,2016-03-30,270000,RIFLE,Single Family,TWO STORY,2002,3,2.5,1554,1,173.74517374517376
993,2016-03-23,2016-04-27,185000,RIFLE,Single Family,MANUFACTURED HUD,1997,4,2,1564,1,118.28644501278772
994,2016-03-24,2016-04-28,192500,RIFLE,Single Family,MANUFACTURED HUD,1998,4,2,1568,1,122.76785714285714
995,2015-07-08,2015-08-12,200000,RIFLE,Single Family,ONE STORY,2001,3,2,1568,1,127.55102040816327
996,2015-12-31,2016-02-04,262000,RIFLE,Single Family,TWO STORY,1908,3,1.5,1568,1,167.09183673469389
997,2015-12-11,2016-01-15,228000,RIFLE,Single Family,TWO STORY,1981,3,2,1568,1,145.40816326530611
998,2015-11-12,2015-12-17,240000,RIFLE,Single Family,ONE STORY,1996,3,2,1573,1,152.57469802924348
999,2014-08-22,2014-09-26,220000,RIFLE,Single Family,ONE STORY,2006,3,2.5,1577,1,139.50538998097653
1000,2015-08-26,2015-09-30,243000,RIFLE,Single Family,TRI LEVEL,1981,3,2,1584,1,153.4090909090909
1001,2015-10-09,2015-11-13,259000,RIFLE,Single Family,ONE STORY,2015,3,2,1600,1,161.875
1002,2016-01-08,2016-02-12,220000,RIFLE,Single Family,TRI LEVEL,1966,4,1.7,1602,1,137.32833957553058
1003,2015-06-06,2015-07-11,298000,RIFLE,Single Family,TWO STORY,1991,2,1.5,1604,1,185.785536159601
1004,2014-07-24,2014-08-28,229000,RIFLE,Single Family,ONE STORY,2004,3,2,1608,1,142.4129353233831
1005,2015-05-22,2015-06-26,249900,RIFLE,Single Family,ONE STORY,2004,3,2,1608,1,155.41044776119404
1006,2014-07-25,2014-08-29,235000,RIFLE,Single Family,ONE STORY,2004,3,2,1608,1,146.14427860696517
1007,2015-10-08,2015-11-12,242500,RIFLE,Single Family,ONE STORY,2004,3,2,1608,1,150.8084577114428
1008,2014-10-10,2014-11-14,239500,RIFLE,Single Family,ONE STORY,2014,3,2,1615,1,148.29721362229103
1009,2014-09-26,2014-10-31,175000,RIFLE,Single Family,TRI LEVEL,1977,4,2.5,1620,1,108.0246913580247
1010,2016-01-05,2016-02-09,215000,RIFLE,Single Family,TRI LEVEL,1977,4,2.5,1620,1,132.71604938271605
1011,2015-11-11,2015-12-16,285000,RIFLE,Single Family,ONE STORY WITH BASEMENT,2007,3,2,1622,1,175.70900123304563
1012,2016-04-19,2016-05-24,216000,RIFLE,Single Family,BI LEVEL,1980,3,1.7,1632,1,132.35294117647058
1013,2015-03-31,2015-05-05,247000,RIFLE,Single Family,TWO STORY,2003,3,2.5,1643,1,150.33475349969567
1014,2015-03-12,2015-04-16,256500,RIFLE,Single Family,TWO STORY WITH BASEMENT,2004,3,2.5,1648,1,155.64320388349515
1015,2014-12-27,2015-01-31,158800,RIFLE,Single Family,ONE STORY WITH BASEMENT,1947,4,1.7,1650,1,96.24242424242425
1016,2014-12-01,2015-01-05,199000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1913,3,1.7,1666,1,119.44777911164466
1017,2014-12-25,2015-01-29,175000,RIFLE,Single Family,TWO STORY,2005,4,2.5,1670,1,104.79041916167665
1018,2015-05-06,2015-06-10,249000,RIFLE,Single Family,TWO STORY,2005,4,2.5,1670,1,149.10179640718562
1019,2016-02-19,2016-03-25,234900,RIFLE,Single Family,TWO STORY,2004,4,2.5,1672,1,140.49043062200957
1020,2015-07-06,2015-08-10,275000,RIFLE,Single Family,SPLIT LEVEL,2005,3,2.5,1672,1,164.47368421052633
1021,2015-04-04,2015-05-09,265000,RIFLE,Single Family,SPLIT LEVEL,2006,3,2,1672,1,158.4928229665072
1022,2015-09-04,2015-10-09,256900,RIFLE,Single Family,TWO STORY,2003,4,2.5,1672,1,153.64832535885168
1023,2014-12-05,2015-01-09,197000,RIFLE,Single Family,MANUFACTURED HUD,2e3,3,2,1674,1,117.68219832735961
1024,2015-10-16,2015-11-20,260000,RIFLE,Single Family,TWO STORY,2004,4,2.5,1676,1,155.13126491646779
1025,2016-03-25,2016-04-29,265000,RIFLE,Single Family,TWO STORY,2002,4,2.5,1676,1,158.1145584725537
1026,2015-06-25,2015-07-30,257000,RIFLE,Single Family,TWO STORY,2005,4,2.5,1676,1,153.34128878281624
1027,2014-08-13,2014-09-17,220000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1999,3,2.25,1690,1,130.17751479289942
1028,2016-04-05,2016-05-10,256000,RIFLE,Single Family,ONE STORY,1980,3,1.7,1699,1,150.67686874632136
1029,2014-12-29,2015-02-02,164000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1980,3,1.75,1700,1,96.47058823529412
1030,2015-08-14,2015-09-18,234000,RIFLE,Single Family,TWO STORY,2003,3,2.5,1710,1,136.8421052631579
1031,2014-10-17,2014-11-21,218000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1977,2,2,1712,1,127.33644859813084
1032,2016-02-19,2016-03-25,290000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1995,3,2.7,1718,1,168.80093131548313
1033,2014-10-20,2014-11-24,205000,RIFLE,Single Family,TWO STORY,2001,3,2.5,1720,1,119.18604651162791
1034,2015-03-18,2015-04-22,230000,RIFLE,Single Family,ONE STORY,1999,3,2,1720,1,133.72093023255815
1035,2015-07-27,2015-08-31,185000,RIFLE,Single Family,ONE STORY,1959,3,2,1728,1,107.06018518518519
1036,2016-04-29,2016-06-03,259000,RIFLE,Single Family,TWO STORY,2004,3,2.5,1730,1,149.71098265895955
1037,2015-03-13,2015-04-17,259500,RIFLE,Single Family,ONE STORY,2004,3,2,1732,1,149.8267898383372
1038,2014-06-09,2014-07-14,221000,RIFLE,Single Family,ONE STORY,2007,3,2.5,1733,1,127.52452394691286
1039,2016-01-13,2016-02-17,330000,RIFLE,Single Family,TWO STORY,1981,3,2.5,1734,1,190.3114186851211
1040,2014-09-01,2014-10-06,212500,RIFLE,Single Family,TWO STORY,1980,4,2.2,1736,1,122.40783410138249
1041,2015-07-30,2015-09-03,222000,RIFLE,Single Family,BI LEVEL,1977,4,1.7,1740,1,127.58620689655173
1042,2015-04-30,2015-06-04,215000,RIFLE,Single Family,BI LEVEL,1978,3,1.7,1740,1,123.5632183908046
1043,2016-04-27,2016-06-01,253000,RIFLE,Single Family,BI LEVEL,1997,3,2,1752,1,144.40639269406392
1044,2015-12-04,2016-01-08,257000,RIFLE,Single Family,TWO STORY,2004,4,2.5,1758,1,146.18885096700797
1045,2016-01-22,2016-02-26,220000,RIFLE,Single Family,BI LEVEL,1981,3,2,1758,1,125.14220705346985
1046,2014-10-15,2014-11-19,177000,RIFLE,Single Family,TRI LEVEL,1993,3,2,1760,1,100.56818181818181
1047,2015-01-09,2015-02-13,220000,RIFLE,Single Family,TRI LEVEL,1993,3,2,1760,1,125
1048,2016-04-27,2016-06-01,280000,RIFLE,Single Family,SPLIT LEVEL,1999,3,2,1768,1,158.3710407239819
1049,2016-04-21,2016-05-26,266000,RIFLE,Single Family,ONE STORY,1980,3,2,1768,1,150.45248868778282
1050,2015-04-14,2015-05-19,235000,RIFLE,Single Family,BI LEVEL,1981,4,2,1775,1,132.3943661971831
1051,2015-06-10,2015-07-15,255000,RIFLE,Single Family,ONE STORY,2002,3,1.75,1776,1,143.5810810810811
1052,2015-03-26,2015-04-30,220000,RIFLE,Single Family,TWO STORY,1980,3,2.5,1783,1,123.38754907459338
1053,2015-07-24,2015-08-28,285000,RIFLE,Single Family,TRI LEVEL,1995,3,2,1784,1,159.75336322869956
1054,2016-03-23,2016-04-27,241800,RIFLE,Single Family,BI LEVEL,2002,4,2.5,1792,1,134.93303571428572
1055,2016-04-21,2016-05-26,224000,RIFLE,Single Family,TRI LEVEL,1978,3,2.5,1796,1,124.72160356347439
1056,2016-05-13,2016-06-17,269000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1994,3,1.7,1798,1,149.6106785317019
1057,2016-03-24,2016-04-28,225000,RIFLE,Single Family,TRI LEVEL,1980,3,2,1800,1,125
1058,2015-05-15,2015-06-19,219500,RIFLE,Single Family,TRI LEVEL,1981,4,1.7,1800,1,121.94444444444444
1059,2015-08-20,2015-09-24,187500,RIFLE,Single Family,ONE STORY WITH BASEMENT,1965,3,2,1805,1,103.8781163434903
1060,2014-09-11,2014-10-16,190000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1995,4,3,1812,1,104.85651214128035
1061,2014-07-25,2014-08-29,215000,RIFLE,Single Family,ONE STORY,2004,3,2,1816,1,118.3920704845815
1062,2015-04-21,2015-05-26,259000,RIFLE,Single Family,ONE STORY,2004,3,2,1816,1,142.62114537444933
1063,2014-06-04,2014-07-09,163400,RIFLE,Single Family,BI LEVEL,1993,4,2,1816,1,89.97797356828194
1064,2015-05-08,2015-06-12,225000,RIFLE,Single Family,BI LEVEL,1993,4,2,1816,1,123.89867841409692
1065,2014-06-02,2014-07-07,283000,RIFLE,Single Family,ONE STORY,2003,3,2,1822,1,155.32381997804612
1066,2015-07-10,2015-08-14,272500,RIFLE,Single Family,ONE STORY,2e3,3,2,1824,1,149.3969298245614
1067,2014-09-25,2014-10-30,280000,RIFLE,Single Family,ONE STORY,2006,4,2.5,1830,1,153.0054644808743
1068,2015-06-01,2015-07-06,175000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1966,4,2,1847,1,94.74824038982133
1069,2015-10-16,2015-11-20,285000,RIFLE,Single Family,TWO STORY,2007,4,2.5,1865,1,152.81501340482575
1070,2015-02-27,2015-04-03,250000,RIFLE,Single Family,ONE STORY,1994,3,2,1870,1,133.6898395721925
1071,2015-11-02,2015-12-07,265000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1996,3,2,1872,1,141.55982905982907
1072,2015-04-15,2015-05-20,270000,RIFLE,Single Family,ONE STORY,1996,3,2,1877,1,143.84656366542356
1073,2015-09-02,2015-10-07,299000,RIFLE,Single Family,TWO STORY,2007,4,2.5,1881,1,158.95800106326422
1074,2016-03-09,2016-04-13,243000,RIFLE,Single Family,MANUFACTURED HUD,1998,4,2,1882,1,129.11795961742826
1075,2014-06-19,2014-07-24,226000,RIFLE,Single Family,BI LEVEL,1979,4,2,1886,1,119.83032873807
1076,2015-10-12,2015-11-16,238000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1978,3,1.7,1904,1,125
1077,2015-05-21,2015-06-25,179500,RIFLE,Single Family,ONE STORY WITH BASEMENT,1955,3,1.5,1908,1,94.07756813417191
1078,2016-04-26,2016-05-31,239900,RIFLE,Single Family,BI LEVEL,1979,4,2.5,1908,1,125.73375262054508
1079,2014-09-24,2014-10-29,195000,RIFLE,Single Family,SPLIT LEVEL,2005,4,2.5,1912,1,101.98744769874477
1080,2014-11-12,2014-12-17,275000,RIFLE,Single Family,SPLIT LEVEL,2005,4,2.5,1912,1,143.8284518828452
1081,2015-05-22,2015-06-26,162500,RIFLE,Single Family,ONE WITH HALF STORY,1950,3,1.5,1912,1,84.98953974895397
1082,2014-07-11,2014-08-15,223500,RIFLE,Single Family,TRI LEVEL,1994,3,2,1918,1,116.52763295099062
1083,2015-07-24,2015-08-28,238000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1999,3,2,1920,1,123.95833333333333
1084,2015-05-26,2015-06-30,227000,RIFLE,Single Family,BI LEVEL,1980,3,1.7,1928,1,117.73858921161826
1085,2015-11-26,2015-12-31,223000,RIFLE,Single Family,BI LEVEL,1980,3,2,1934,1,115.30506721820062
1086,2014-08-04,2014-09-08,184000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1965,4,2,1945,1,94.60154241645245
1087,2016-05-25,2016-06-29,235000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1965,4,2,1945,1,120.82262210796915
1088,2016-03-04,2016-04-08,223000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1965,4,2,1945,1,114.65295629820051
1089,2014-06-06,2014-07-11,189000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1979,3,2,1951,1,96.87339825730395
1090,2015-05-18,2015-06-22,252500,RIFLE,Single Family,BI LEVEL,2014,4,1.75,1968,1,128.3028455284553
1091,2015-07-22,2015-08-26,265000,RIFLE,Single Family,BI LEVEL,2005,4,3,1971,1,134.44951801116184
1092,2014-10-14,2014-11-18,165000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1950,4,2,1976,1,83.50202429149797
1093,2015-05-11,2015-06-15,165000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1946,3,1,1981,1,83.29126703685007
1094,2015-03-27,2015-05-01,265000,RIFLE,Single Family,TRI LEVEL,2e3,3,2,2010,1,131.8407960199005
1095,2015-07-22,2015-08-26,209000,RIFLE,Single Family,ONE WITH HALF STORY,1938,3,1.5,2016,1,103.67063492063492
1096,2016-01-18,2016-02-22,375000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1989,3,1.75,2022,1,185.459940652819
1097,2014-12-05,2015-01-09,285000,RIFLE,Single Family,ONE STORY,2006,4,2,2030,1,140.39408866995075
1098,2015-03-23,2015-04-27,185000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1940,4,2,2056,1,89.98054474708171
1099,2015-12-07,2016-01-11,238000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1964,5,2,2080,1,114.42307692307692
1100,2015-04-08,2015-05-13,123500,RIFLE,Single Family,ONE WITH HALF STORY,1898,3,1.5,2085,1,59.2326139088729
1101,2015-08-12,2015-09-16,229500,RIFLE,Single Family,ONE WITH HALF STORY,1898,3,1.5,2085,1,110.07194244604317
1102,2014-09-24,2014-10-29,220000,RIFLE,Single Family,ONE STORY WITH BASEMENT,1963,4,2,2099,1,104.81181515007147
1103,2015-04-02,2015-05-07,417000,RIFLE,Single Family,ONE STORY,2001,3,2,2102,1,198.3824928639391
1104,2014-07-16,2014-08-20,296351,RIFLE,Single Family,MANUFACTURED HUD,1994,4,2,2136,1,138.74110486891385
